37.439974,-80.859375
38.788345,-86.088867
40.580585,-101.469727
43.992815,-116.938477
41.046217,-114.301758
42.682435,-103.227539
42.261049,-85.561523
49.724479,30.014648
49.75288,24.477539
50.34546,28.674316
48.922499,33.376465
47.739323,35.57373
48.136767,33.134766
48.850258,29.904785
49.75288,24.675293
50.680797,27.092285
50.861444,31.618652
49.482401,34.035645
47.842658,37.001953
47.724545,34.541016
48.618385,30.454102
48.136767,37.628174
48.79239,37.595215
48.980217,38.726807
49.016257,36.518555
49.05227,33.530273
48.835797,30.695801
49.418121,30.948486
50.183933,30.234375
50.057139,29.926758
50.541363,29.73999
51.013755,32.277832
51.041394,34.453125
49.993615,34.771729
48.936935,36.117554
48.334343,35.90332
